country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
USA,2016,SQL Injection,Healthcare,98.03,719415,Nation-state,Unpatched Software,Firewall,56,geometry.net/scientists/leger_emile_page_no_2.php,benign,good
France,2018,Ransomware,Government,2.79,443730,Hacker Group,Weak Passwords,Antivirus,39,http://torcache.net/torrent/DA3F7F9174C209FFB074204664CDCDFD468FA7BF.torrent?title=[kickass.to]digital.playground.riley.and.friends.dvdrip.mp4,benign,good
Brazil,2024,SQL Injection,Healthcare,69.57,269458,Insider,Zero-day,Firewall,15,dom.com/business/electric-transmission/index.jsp,benign,bad
Brazil,2018,Malware,Retail,27.82,526161,Unknown,Unpatched Software,AI-based Detection,12,http://somotores.com/index.php/motores/motores-parciais/8-motores-parciais/detail/242-parcial-6630?tmpl=component,defacement,good
Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20,eracrc.com/agents.html,benign,good
USA,2023,Malware,Retail,50.02,578310,Nation-state,Weak Passwords,Antivirus,15,http://xhamster.com/movies/4239346/my_toys_are_good_but_your_cock_is_better.html?promo=1,benign,good
UK,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72,http://depositphotos.com/login.html?url=%2F33475083%2Fstock-illustration-vector-abstract-3d-road-infographics.html,benign,bad
USA,2015,Malware,Retail,41.34,677462,Unknown,Unpatched Software,AI-based Detection,45,https://storage.googleapis.com/outlookwebapp15420.appspot.com/%2525%2525%2525%2525%2525%2525/owa.html,phishing,good
UK,2024,DDoS,Government,68.83,60379,Hacker Group,Unpatched Software,Firewall,32,www.microsoft.com/whdc/devtools/debugging/,phishing,good
UK,2023,DDoS,Government,34.8,48515,Hacker Group,Social Engineering,Encryption,50,florist-directory.net/on/windsor-florists.html,benign,bad
India,2018,Phishing,Banking,71.58,31733,Hacker Group,Unpatched Software,Encryption,49,answers.yahoo.com/question/index?qid=20101130124033AAK0bpA,benign,good
France,2020,DDoS,IT,7.52,957779,Nation-state,Social Engineering,Encryption,17,wiki.worldflicks.org/forest_lawn_memorial_park_(hollywood_hills).html,benign,good
UK,2023,DDoS,Government,55.28,339144,Hacker Group,Unpatched Software,VPN,26,bellacouture.us,phishing,bad
France,2015,Phishing,Government,41.88,913027,Insider,Unpatched Software,Antivirus,68,www.distrowatch.com/table.php?distribution=redhat,phishing,good
Japan,2019,Man-in-the-Middle,Education,1.72,407485,Insider,Unpatched Software,AI-based Detection,22,http://www.borlangedance.se/index.php?option=com_hwdphotoshare&task=frontpage&Itemid=72,defacement,good
Australia,2024,Malware,Healthcare,62.08,969504,Hacker Group,Social Engineering,AI-based Detection,5,cfox.cbrivervalley.com/,benign,good
Russia,2015,Man-in-the-Middle,Government,46.76,713342,Unknown,Weak Passwords,Encryption,36,encycl.opentopia.com/M/M/MAR,benign,bad
France,2020,Man-in-the-Middle,Retail,89.85,722081,Hacker Group,Zero-day,VPN,33,usa.canon.com/cusa/home,benign,bad
USA,2015,Man-in-the-Middle,IT,38.92,820182,Nation-state,Weak Passwords,Antivirus,16,http://www.tochnogopvakantie.nl/reizen/Europa/Belgiรซ/Kort+(tot+1+week).html,defacement,good
Russia,2021,DDoS,Government,91.69,686309,Unknown,Unpatched Software,Antivirus,42,host53-14-static.29-79-b.business.telecomitalia.it/paypal/,benign,good
France,2024,Phishing,Government,5.18,219162,Hacker Group,Unpatched Software,Encryption,23,en.wikipedia.org/wiki/Bully_Records,benign,good
Russia,2018,SQL Injection,Banking,59.29,380543,Unknown,Weak Passwords,VPN,26,www.mvps.org/scripting/,phishing,good
Germany,2024,DDoS,Retail,38.65,197609,Nation-state,Social Engineering,VPN,15,http://www.janes-lock.com.cn/product_2.asp?sortid=26,defacement,bad
India,2018,Malware,Government,25.53,505404,Insider,Zero-day,AI-based Detection,30,residentepi.webcindario.com,phishing,good
USA,2018,Man-in-the-Middle,Retail,97.62,459039,Nation-state,Weak Passwords,Firewall,68,http://jmrsl.net/index.php?option=com_jevents&task=week.listevents&year=2013&month=02&day=02&Itemid=111,defacement,good
Brazil,2024,Ransomware,Education,80.1,489369,Nation-state,Unpatched Software,Encryption,41,amberblues.com/https:wwws3.hsbc.com.br.ITE.common.html.hsbc-online.shtml/,benign,good
Germany,2016,SQL Injection,Education,61.78,387500,Nation-state,Weak Passwords,AI-based Detection,30,http://www.meathleader.ie/index.php?format=feed&type=atom,defacement,good
UK,2018,DDoS,IT,17.99,60917,Unknown,Zero-day,VPN,1,slashfilm.com/seeking-friend-world-announces-full-cast/,benign,good
China,2017,Man-in-the-Middle,Retail,30.38,29840,Hacker Group,Weak Passwords,AI-based Detection,63,yellowusapages.com/mo/city-kansas-city/letter-p.html,benign,good
Germany,2018,DDoS,Banking,48.76,754656,Hacker Group,Unpatched Software,VPN,35,www.cs.stevens.edu/hpcf/,phishing,bad
China,2020,Malware,IT,95.17,884741,Nation-state,Zero-day,Antivirus,30,wn.com/Association_for_Intercollegiate_Athletics_for_Women,benign,good
Japan,2020,Phishing,IT,99.57,786468,Nation-state,Social Engineering,AI-based Detection,42,http://ap.org/Content/AP-In-The-News/2014/Anna-Johnson-named-deputy-of-APs-West-Region,benign,bad
Russia,2016,Malware,Retail,61.39,415274,Hacker Group,Weak Passwords,Encryption,40,facebook.com/people/Ian-Binnie/644712096,benign,bad
Australia,2020,Ransomware,Healthcare,58.91,207842,Nation-state,Social Engineering,Antivirus,40,wn.com/Star_Academie,benign,bad
Russia,2021,Phishing,Telecommunications,73.93,32743,Hacker Group,Zero-day,VPN,18,rsssf.com/tablesz/zaf09.html,benign,good
India,2024,Ransomware,Retail,17.57,236253,Unknown,Social Engineering,Firewall,38,http://hempel-hosting.de/faq/1-webhosting/2-was-ist-joomla,defacement,good
UK,2016,Ransomware,IT,58.99,822380,Hacker Group,Zero-day,Firewall,26,minorleagueball.com/2011/2/1/1968195/rob-neyer-joins-sb-nation,benign,bad
UK,2017,Malware,Government,66.25,726887,Hacker Group,Social Engineering,Firewall,13,sell.com/23Z832,benign,bad
Germany,2021,DDoS,Healthcare,32.07,510895,Unknown,Weak Passwords,Antivirus,6,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/6e41d6c3dd7f04432fbd076f8c22b4dd/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655ce8344572ae074267ade4c50d42977a5ce8344572ae074267ade4c50d42977a,benign,good
China,2017,Phishing,Healthcare,92.64,911233,Hacker Group,Weak Passwords,AI-based Detection,18,myspace.com/hellbillys,benign,bad
Germany,2017,SQL Injection,IT,33.79,772541,Nation-state,Unpatched Software,Antivirus,46,http://45.95.168.81/SBIDIOT/mips,malware,good
UK,2020,Ransomware,Education,35.16,100749,Unknown,Zero-day,Firewall,62,http://pastehtml.com/view/bf10ujbr2.html,phishing,bad
Japan,2018,Man-in-the-Middle,Government,78.16,512258,Hacker Group,Weak Passwords,Encryption,32,friendsoftrees.org/blog/2010/05/24/trees-and-powerlines-when-is-it-ok-to-plant-a-tall-tree-under-power-lines/,benign,good
Germany,2018,Ransomware,Government,89.36,184748,Unknown,Unpatched Software,Firewall,4,http://www.gradeaid.com.au/index.php?option=com_content&view=article&id=39&Itemid=49,defacement,good
India,2019,Ransomware,Banking,89.41,453441,Hacker Group,Unpatched Software,VPN,29,aeispeakers.com/speakerbio.php?SpeakerID=2304,benign,good
Brazil,2020,Malware,Telecommunications,23.21,850214,Unknown,Social Engineering,Antivirus,45,valuevillage.com/,benign,good
India,2021,SQL Injection,Telecommunications,68.91,851981,Nation-state,Zero-day,AI-based Detection,57,http://maslen.sk/index.php?option=com_content&view=section&layout=blog&id=15&Itemid=100,defacement,good
India,2016,Ransomware,IT,43.65,340213,Nation-state,Zero-day,Antivirus,15,http://comies.nl/index.php/15-mei-gratis-proefles-nlp/day/20130122,defacement,bad
UK,2022,Man-in-the-Middle,Telecommunications,88.71,191263,Hacker Group,Unpatched Software,Encryption,68,dou8.edunoskol.ru/templates/system/-/tam.sender.tam.fidelidade.2012.tam/carrega_auto.php?cliente,benign,good
France,2017,DDoS,Healthcare,6.72,782873,Hacker Group,Zero-day,Encryption,4,http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify5.id8-eu.net/identify-customer=r3cZu4QGsRB0bu4pyomoXlEZkQrwQUYKbPz7Ye2MeaiqBiLntI6nwEXLuMkoxYikZcRPrRR5faT6rYz726zg9a7ePsToDpxRa8xj/,phishing,bad
Russia,2020,Ransomware,Banking,13.66,820140,Insider,Social Engineering,VPN,63,dustedmagazine.com/reviews/2062,benign,bad
UK,2020,SQL Injection,Healthcare,67.9,2233,Unknown,Social Engineering,Antivirus,45,http://www.acranes.com/index.php?option=com_sobi2&catid=216&Itemid=75,defacement,good
India,2015,SQL Injection,Telecommunications,63.72,916516,Hacker Group,Social Engineering,Encryption,68,hotels-rates.com/hotels/locations/Los_Angeles/CA/usa/2674/,benign,good
USA,2023,DDoS,Banking,53.59,750875,Nation-state,Weak Passwords,Encryption,30,izillis.biz/hdlu9nx8qvT1cay47343/92vjs8gr7xbelT6mcNdxDE74640/sdr01/bWFuZnJlZC5oZWluZW5AdC1vbmxpbmUuZGUMessage-ID:,benign,bad
Germany,2018,Ransomware,Education,90.48,901880,Unknown,Social Engineering,VPN,16,http://desiredelille.com/index.php?option=com_content&view=article&id=2&Itemid=4,defacement,good
Russia,2015,SQL Injection,IT,47.8,645774,Hacker Group,Social Engineering,Firewall,7,devaragam.com/vbscript/MusicNew.aspx?ArtistID=266,benign,good
France,2017,Man-in-the-Middle,Education,49.94,640572,Hacker Group,Social Engineering,Firewall,51,www.zgcccn.com/page/bradesco.com.br/,benign,good
UK,2017,Ransomware,Retail,47.91,153257,Insider,Zero-day,Encryption,59,http://ptcanoas.com.br/pt-canoas/noticias/150-eleitor-levara-em-media-40-segundos-para-votar-calcula-tse.html,defacement,good
India,2019,Phishing,Healthcare,35.6,40718,Nation-state,Zero-day,VPN,24,webmail.railroad.net/forums/viewtopic.php?f=126&t=18657,benign,good
India,2019,Phishing,Banking,18.42,289539,Nation-state,Unpatched Software,Antivirus,27,fanpix.net/gallery/allan-melvin-pictures.htm,benign,good
China,2016,SQL Injection,Banking,63.67,385872,Insider,Zero-day,Firewall,50,http://pokerface.ucoz.co.uk/login.html,phishing,bad
France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57,us.battle.net.login.xxwow.asia/login/en/login.html,benign,good
Australia,2023,SQL Injection,Retail,78.57,805183,Unknown,Weak Passwords,VPN,37,mylife.com/flo0405,benign,bad
China,2024,Malware,Education,72.35,132726,Hacker Group,Zero-day,Firewall,55,http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=178:brisas-de-coche&catid=37&Itemid=57&lang=es,defacement,bad
Australia,2024,Man-in-the-Middle,Telecommunications,31.68,376612,Nation-state,Unpatched Software,VPN,27,www.honda50run.com/libraries/webscr/,benign,bad
Russia,2017,SQL Injection,Healthcare,67.13,198285,Nation-state,Unpatched Software,Encryption,56,http://117.63.51.128:41970/Mozi.m,malware,good
Germany,2023,DDoS,IT,93.72,828721,Insider,Weak Passwords,Encryption,21,thecaliforniawrestler.com/forums/archive/index.php?t-57427.html,benign,good
UK,2020,Ransomware,Banking,16.91,952504,Hacker Group,Zero-day,AI-based Detection,45,en-gb.facebook.com/teddy.macdonald,benign,good
India,2023,DDoS,Retail,26.01,274512,Insider,Weak Passwords,AI-based Detection,69,ipibanners.com/ccudlip11/backups/police/updait/online/help/costmer/service/,benign,bad
France,2024,Ransomware,Government,52.85,927623,Nation-state,Weak Passwords,Firewall,29,hosting.pilsfree.net/jozka/cgi.bin/dcb2df39d2d8888e20bdb30c93556071/webscr.html,benign,good
Germany,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50,http://ap.org/Content/Press-Release/2012/AP-CEO-sees-big-opportunity-in-The-Big-Game,benign,good
Russia,2015,DDoS,Government,97.4,23096,Unknown,Weak Passwords,Firewall,38,http://jssk.de/index.php?option=com_tag&task=tag&tag=vista,defacement,good
UK,2015,Man-in-the-Middle,Government,69.96,675955,Insider,Zero-day,Antivirus,60,www.dokutrans.de/indexEN/indexen.html,phishing,bad
India,2020,Man-in-the-Middle,Education,39.15,963367,Insider,Zero-day,Encryption,50,lists.contesting.com/_cq-contest/1996-07/msg00018.html,benign,good
Australia,2018,Malware,Telecommunications,8.69,813960,Hacker Group,Weak Passwords,VPN,6,https://spdtextile.com/sport/17l2.exe,malware,bad
Russia,2021,SQL Injection,Retail,82.88,479586,Insider,Zero-day,AI-based Detection,8,en.wikipedia.org/wiki/1993_Oakland_Athletics_season,benign,good
Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16,http://mylust.com/videos/94088/she-was-excited-about-this-anal-sex-on-homemade-video/,benign,bad
Brazil,2024,DDoS,Banking,55.73,750979,Unknown,Social Engineering,AI-based Detection,30,dnstree.com/vn/megafun/danang/,benign,good
UK,2015,Phishing,Healthcare,81.75,98634,Unknown,Social Engineering,VPN,5,companydatabase.org/c/hospital-service-organizations/rehabilitation-services/cancer-center/not-for-profit-community/primary-health/hospital-st/physician-hospital-organization/catholic-hospital/mercy-hospital/st-ritas-medical-center.html,benign,good
Australia,2018,SQL Injection,Banking,50.23,793612,Nation-state,Zero-day,Firewall,12,http://www.deepseapearls.com/index.php?option=com_content&view=category&layout=blog&id=101&Itemid=98&lang=fr&FontSize=font-large,defacement,good
China,2019,Ransomware,Retail,62.19,295961,Hacker Group,Unpatched Software,Firewall,71,www.willerbymanor.co.uk/wp-content/uploads/2013/01/logoi.html,benign,good
Germany,2023,SQL Injection,Healthcare,14.12,403325,Hacker Group,Weak Passwords,AI-based Detection,35,ft.com/management,benign,good
Russia,2017,Man-in-the-Middle,Banking,66.53,45277,Insider,Social Engineering,Firewall,43,http://mygerman.info/index.php?view=article&catid=38:2009-07-04-13-16-12&id=84:sabranie-na-ssirqmoyat-germanq&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=83,defacement,good
Australia,2021,Malware,Telecommunications,84.68,708291,Hacker Group,Zero-day,AI-based Detection,54,broadwayworld.com/board/readmessage.php?thread=1031609&boardid=1,benign,bad
France,2021,SQL Injection,Government,98.76,904598,Hacker Group,Social Engineering,AI-based Detection,11,amazon.com/phrase/Patrick-Hemingway,benign,good
Germany,2022,Ransomware,Education,87.93,471889,Nation-state,Zero-day,Antivirus,4,reddevilgames.com/,benign,good
China,2019,Malware,Retail,26.66,303469,Insider,Social Engineering,VPN,60,fallout.wikia.com/wiki/Template:Navbox,benign,good
Japan,2023,Man-in-the-Middle,IT,26.65,220769,Unknown,Zero-day,VPN,71,sportsmemorabilia.com/player/Ernie_Lombardi,benign,bad
France,2016,Man-in-the-Middle,IT,11.91,765453,Unknown,Social Engineering,Antivirus,39,http://www.rockabilly.it/la-puntata-di-oggi.html,defacement,good
UK,2023,Malware,IT,22.24,946994,Unknown,Zero-day,VPN,13,bit.ly/TaSCiA,benign,good
Germany,2023,Ransomware,Retail,89.71,919427,Nation-state,Weak Passwords,AI-based Detection,51,facebook.com/pages/List-of-supermarket-chains-in-the-United-States/113372085343716,benign,good
India,2018,Phishing,IT,69.03,282139,Hacker Group,Unpatched Software,Encryption,37,lookthroughmyspecs.wordpress.com/2011/08/06/jean-paul-gaultier-the-montreal-museum-of-fine-arts/,benign,good
Japan,2017,Man-in-the-Middle,Healthcare,11.3,64472,Insider,Social Engineering,Firewall,43,m-theory.com.au/PayPal.html,benign,good
Japan,2021,Phishing,Government,22.94,622723,Nation-state,Weak Passwords,AI-based Detection,67,publicbackgroundchecks.com/searchresponse.aspx?view=NM&BasicString=CRAIG%20STAHL&IsAdvanceSearch=0,benign,bad
Japan,2019,Man-in-the-Middle,IT,42.34,130309,Insider,Zero-day,AI-based Detection,56,armynavyairforce.co.uk/royal_canadians.htm,benign,good
USA,2023,SQL Injection,Education,77.96,164892,Insider,Weak Passwords,Firewall,63,markharp.com/,benign,bad
Australia,2020,Phishing,Education,85.79,905386,Hacker Group,Zero-day,Firewall,17,http://www.billh.net/camelotcraftingdaoc/phpBB2/viewforum.php?f=11&mark=topics,defacement,good
Japan,2021,DDoS,Government,35.46,937562,Unknown,Zero-day,Firewall,10,espn.go.com/mens-college-basketball/team/stats/_/id/66/iowa-state-cyclones,benign,good
Germany,2015,Ransomware,Telecommunications,99.83,419344,Hacker Group,Zero-day,Firewall,59,beta.toonboom.com/professionals/animate,benign,good
Germany,2020,SQL Injection,Retail,76.04,759384,Nation-state,Unpatched Software,AI-based Detection,22,villakidsbuffetinfantil.com/Limit-id=65722/0dc03859e3aba2dca4084585ed96ea0e/,benign,good
Brazil,2022,SQL Injection,Banking,5.85,52649,Nation-state,Unpatched Software,Encryption,57,absoluteastronomy.com/topics/Leslie_Feinberg,benign,bad
China,2024,Ransomware,Government,65.96,44082,Nation-state,Social Engineering,VPN,48,lilith-ezine.com/articles/2005/politics_cocaine_and_analsex.html,benign,good
USA,2019,Ransomware,Telecommunications,65.7,51619,Insider,Unpatched Software,VPN,3,nal.usda.gov/speccoll/images/productschildpages/cbft.shtml,benign,good
UK,2020,Phishing,Retail,25.1,986980,Nation-state,Zero-day,VPN,71,waatp.nl/people/tino-lew/,benign,good
UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71,www.storiesfromtheweb.org/sfwhomepage.htm,phishing,good
Japan,2022,Malware,Education,53.04,570494,Nation-state,Unpatched Software,VPN,53,wiki.answers.com/Q/Who_is_julie_payette,benign,bad
Germany,2021,SQL Injection,Banking,69.07,264662,Insider,Social Engineering,AI-based Detection,46,artistonlineradio.com/,benign,good
India,2018,Malware,Healthcare,30.83,481452,Unknown,Weak Passwords,AI-based Detection,57,disney.wikia.com/wiki/Kay_E._Kuter,benign,bad
USA,2024,Phishing,Government,58.64,146937,Hacker Group,Social Engineering,Firewall,10,mp3bear.com/?q=anthony+green,benign,bad
Germany,2019,SQL Injection,Government,96.91,408103,Nation-state,Unpatched Software,Firewall,27,ballparks.com/tickets/other/magic_n_miracles_tickets_edmonton.htm,benign,good
France,2019,DDoS,Healthcare,27.89,460544,Unknown,Weak Passwords,Firewall,29,www.sapdb.org/sap_db_program.htm,phishing,good
Australia,2021,Ransomware,Banking,24.33,77845,Insider,Social Engineering,AI-based Detection,26,http://www.prismpgh.org/component/events/index.html?task=view_day&year=2013&month=01&day=21,defacement,good
Russia,2021,Malware,Education,0.54,869574,Unknown,Unpatched Software,Antivirus,16,www.conautoford.com/11/?check=id18197283.html,benign,good
Australia,2018,Ransomware,Banking,50.64,874035,Insider,Unpatched Software,Antivirus,38,http://www.istracentrum.sk/kniznica,defacement,good
UK,2021,Malware,Telecommunications,77.18,347426,Hacker Group,Zero-day,Antivirus,36,http://www.judycole.com.au/links/7/16-school-of-volunteer-management,defacement,good
Australia,2016,Phishing,Healthcare,53.81,279874,Hacker Group,Unpatched Software,AI-based Detection,66,http://www.goecklingerhausbraeu.de/unser-bier/saisonbiere/weizenbock.html,defacement,good
Germany,2018,Malware,Banking,63.81,347441,Hacker Group,Social Engineering,Firewall,58,template.bsd.uchicago.edu/accessibility.html,phishing,good
USA,2018,SQL Injection,Government,99.49,755576,Insider,Weak Passwords,AI-based Detection,23,http://intercheducts.com/figtree/adobe,phishing,good
Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69,koat.com/news/13953955/detail.html,benign,good
Japan,2017,Man-in-the-Middle,Healthcare,16.71,393738,Nation-state,Zero-day,Antivirus,69,http://www.holyapostlesbn.org/about-orthodoxy.html,defacement,good
Japan,2021,SQL Injection,Education,3.97,604843,Insider,Unpatched Software,AI-based Detection,40,http://www.lebensmittel-ueberwachung.de/index.php/home/newsletter.1,defacement,bad
France,2017,Ransomware,Education,19.84,832471,Insider,Social Engineering,Firewall,54,http://www.hostrat.com/index.php?option=com_content&view=article&id=38&Itemid=50,defacement,good
Japan,2023,Phishing,Banking,82.36,612815,Insider,Zero-day,Antivirus,12,imdb.com/title/tt0209144/,benign,good
UK,2022,Ransomware,Retail,10.44,19404,Nation-state,Unpatched Software,Firewall,32,familysearch.org/Eng/Library/fhlcatalog/printing/subjectdetailsprint.asp?subject=228916&first=1,benign,good
Russia,2023,SQL Injection,Retail,34.87,446911,Unknown,Weak Passwords,Firewall,25,chiff.com/travel/guides/S-America.htm,benign,bad
Brazil,2019,SQL Injection,Healthcare,67.42,703282,Insider,Weak Passwords,Encryption,2,today.ucla.edu/portal/ut/uc-to-help-reopen-south-l-a-s-112842.aspx,benign,good
Germany,2018,DDoS,Government,35.76,716770,Insider,Unpatched Software,Encryption,2,http://xossip.com/forumdisplay.php?s=1a0185aef96dc82d1f523a00d7134802&f=53&sort=views,benign,good
India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,http://katproxy.com/nancy-drew-sea-of-darkness-electronic-edition-wendy99-t10641732.html,benign,good
UK,2019,Malware,IT,68.54,791265,Hacker Group,Social Engineering,Firewall,65,en.j-dorama.de/news-30.html,benign,good
Brazil,2020,Malware,Government,50.61,294668,Nation-state,Social Engineering,Encryption,17,bigamericanfilms.com/,benign,good
UK,2017,Man-in-the-Middle,Telecommunications,60.01,740448,Hacker Group,Weak Passwords,Encryption,26,kawiforums.com/ninja-250r/176603-group-buy-proven-415-chain-sprocket-setup.html,benign,good
China,2021,Ransomware,IT,71.9,698786,Hacker Group,Zero-day,Antivirus,21,http://183.151.84.140:46378/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,malware,bad
Russia,2022,Ransomware,Telecommunications,16.98,905673,Insider,Weak Passwords,VPN,54,eurobasket.com/coach.asp?Cntry=CYP&CoachID=3161,benign,good
Brazil,2015,Phishing,Retail,19.93,355008,Hacker Group,Unpatched Software,Antivirus,31,itechnews.net/2008/07/17/vox-tv-r-hdd-media-playerrecorder-reviewed/,benign,good
Australia,2016,Malware,IT,30.72,977343,Hacker Group,Weak Passwords,VPN,47,nytimes.com/2007/03/14/movies/14hutton.html,benign,good
China,2023,Malware,IT,11.89,260907,Insider,Weak Passwords,AI-based Detection,31,montreal.about.com/b/2011/07/28/things-to-do-in-montreal-this-weekend-july-28-to-july-31-2011-osheaga-just-for-laughs-shakespeare-in-the-park.htm,benign,good
India,2015,Malware,Retail,89.95,917351,Unknown,Zero-day,Encryption,43,https://luckypetshouse.com/,phishing,good
Japan,2018,Ransomware,Government,44.98,951249,Hacker Group,Weak Passwords,VPN,25,http://www.aborrn.org.br/index.php?option=com_content&view=article&id=56&Itemid=109&lang=pt,defacement,good
India,2020,Malware,Healthcare,3.74,58205,Hacker Group,Unpatched Software,Encryption,63,freefox.com/mp3/Angela-Correa-The-Songcatcher.htm,benign,good
Russia,2021,SQL Injection,Telecommunications,68.07,538602,Insider,Unpatched Software,VPN,19,knowledgerush.com/kr/encyclopedia/Kings_of_France_family_tree/,benign,good
Russia,2019,Man-in-the-Middle,Retail,99.53,515797,Nation-state,Social Engineering,Firewall,46,memory.loc.gov/ammem/ndlpcoop/ichihtml/cdnSubjects334.html,benign,good
Australia,2019,DDoS,Education,54.63,22739,Insider,Unpatched Software,Firewall,44,http://www.0068555.com/app/member/SportOption.php?uid=guest&langx=gb,malware,good
China,2023,Malware,Education,23.74,317922,Insider,Social Engineering,Antivirus,18,unleashreality.com/hate-me-or-love-me,benign,good
India,2018,Malware,Government,25.53,505404,Insider,Zero-day,AI-based Detection,30,oshkoshcorporation.com/,benign,good
USA,2016,Man-in-the-Middle,Banking,20.44,981595,Nation-state,Weak Passwords,Encryption,56,www.corning.com/opticalfiber/,phishing,good
Germany,2017,Man-in-the-Middle,Government,56.15,487668,Hacker Group,Unpatched Software,AI-based Detection,72,filecatch.com/?q=dilber+ay+erotik,benign,bad
Japan,2022,DDoS,Healthcare,9.5,387457,Nation-state,Weak Passwords,VPN,61,tccsa-toronto.ca/en/en_home.html,benign,good
China,2023,Malware,IT,43.51,684108,Unknown,Weak Passwords,Firewall,24,metacritic.com/movie/traffic,benign,good
China,2023,Phishing,Government,43.49,27694,Unknown,Weak Passwords,Encryption,30,http://www.markeven.it/blog/generare-lead-con-i-social-media-i-5-passi-fondamentali/index.html,defacement,bad
India,2020,DDoS,Banking,86.27,898655,Nation-state,Unpatched Software,AI-based Detection,10,https://apbfiber.com/openme/45120d200d42d3_18d30d11.exe,malware,good
China,2022,Phishing,Retail,33.69,338578,Unknown,Social Engineering,AI-based Detection,38,http://southeastcarriers.com/sejeal.jpg,defacement,good
Germany,2017,Ransomware,Telecommunications,49.56,119598,Insider,Unpatched Software,Encryption,43,www.componentone.com/SuperProducts/StudioActiveX/,phishing,good
Brazil,2020,Malware,Government,50.61,294668,Nation-state,Social Engineering,Encryption,17,ezinearticles.com/?The-Erotic-Films-History-of-Turkey---The-First-All-Turkish-Pornographic-Film&id=696738,benign,good
Russia,2021,DDoS,Government,91.69,686309,Unknown,Unpatched Software,Antivirus,42,http://teedinrayong.com/index.php?option=com_adsmanager&page=show_ad&adid=129&Itemid=1,defacement,bad
India,2018,Ransomware,Banking,11.19,168881,Insider,Social Engineering,AI-based Detection,5,https://betindianasports.com/js/PRIVE9/26ea3f58f5eff2534761595edd22217aYjUzNWU2OWNhZDI2NTMxYmUyYzliYWNmNGMzZDg4YTU=/,phishing,good
Russia,2024,Ransomware,Banking,52.8,21810,Insider,Zero-day,VPN,48,montrealdancehall.com/,benign,bad
China,2024,SQL Injection,Education,13.61,394335,Unknown,Zero-day,Encryption,43,evri.com/person/wayne-collins-0x5233e8,benign,good
USA,2018,Phishing,Retail,36.85,852789,Hacker Group,Social Engineering,VPN,4,http://1-configurazione-supporto-apple.store-contatta.bimabn.com/c/Apple-id/d217714817ed01576df1a49b7c036c1f/,phishing,good
France,2015,Phishing,Retail,44.29,427167,Insider,Unpatched Software,Encryption,11,www.acrasoft.com/ap.html,phishing,good
Japan,2022,Ransomware,Education,51.51,536995,Hacker Group,Weak Passwords,Encryption,3,http://desiredelille.com/index.php?option=com_content&view=article&id=2&Itemid=3,defacement,bad
China,2018,Malware,IT,49.19,117543,Insider,Social Engineering,Encryption,22,investing.businessweek.com/research/stocks/people/person.asp?personId=647661&ticker=HCG:CN&previousCapId=273055&previousTitle=MAGELLAN%20AEROSPACE%20CORP,benign,bad
Australia,2022,Phishing,Education,22.73,648363,Unknown,Zero-day,VPN,47,www.genuinemusic.nl/introeng.htm,phishing,good
UK,2021,Ransomware,Government,97.5,755692,Nation-state,Social Engineering,AI-based Detection,46,bioguide.congress.gov/scripts/bibdisplay.pl?index=P000003,benign,bad
Germany,2023,SQL Injection,Retail,49.76,460558,Nation-state,Zero-day,VPN,61,arthurcurrieheating.com/,benign,good
Brazil,2024,Phishing,IT,28.78,793783,Insider,Social Engineering,Firewall,17,articles.sfgate.com/2005-09-29/bay-area/17390096_1_rep-ron-dellums-la-fuente-mayor-next-year,benign,good
Russia,2021,Man-in-the-Middle,Banking,44.32,634390,Unknown,Zero-day,Antivirus,54,heidelberg.edu/athletics/hof/hofmembers,benign,good
Russia,2021,DDoS,IT,78.76,130413,Unknown,Social Engineering,Encryption,66,http://9779.info/%E7%93%9C%E5%AD%90%E7%B1%B3%E7%B2%92%E6%8B%BC%E8%B4%B4%E7%94%BB/,malware,bad
